alcoholPercentage,assortmentText,grapes,packagingLevel1,sugarContentGramPer100ml,supplierName,tasteClockBody,tasteClockOakFlavor,tasteClockAcidity,tasteClockTannins,tasteClockSweetness,tasteClocks,tasteSymbols,vintage,volumeText,productNumber_Artnr,productNumberShort_Varunr,Name,Producer_Name,Product_Group_Details,Headline,Actual_Price,Country,Region,origin,productId_ArtId,Units_sold
,,,,,,,,,,,,,,,5491701,54917,Demière Egreg´Or Fleur de Cuvée Brut,Champagne Demière,Sparkling Wine,"Champagne, Dry",964.0,France,Champagne,Champagne,24672494,2.0
,,,,,,,,,,,,,,,7113501,71135,Pierre Moncuit Brut Millésime,Pierre Moncuit,Sparkling Wine,"Champagne, Dry",964.0,France,France,France,9437973,6.0
,,,,,,,,,,,,,,,5006201,50062,Pierre Moncuit Brut Millésime Non Dosé Grand Cru Blancc de Blancs,Pierre Moncuit,Sparkling Wine,"Champagne, Dry",964.0,France,Champagne,Champagne,24555684,4.0
,,,,,,,,,,,,,,,5411601,54116,Pierre Moncuit Champagne Millesime Extra Brut Grand Cru,Pierre Moncuit,Sparkling Wine,"Champagne, Dry",964.0,France,Champagne,Champagne,24655124,29.0
,,,,,,,,,,,,,,,9325901,93259,Chablis Gran Cru Les Clos Billaud-Simon,Domaine Billaud-Simon,White Wine,White Wines,969.0,France,Burgundy,Chablis Grand Cru,31353422,120.0
12.0,available on order,['Chardonnay'],Glass bottle,0.4,Malchamax AB,0.0,0.0,0.0,0.0,0.0,[],[],,750 ml,5690201,56902,A. Bergère Les Vignes de Nuit Extra Brut,A. Bergère,Sparkling Wine,"Champagne, Dry",970.0,France,Champagne,Champagne,25882607,1.0
13.0,available on order,[],Glass bottle,0.0,Ward Wines AB,0.0,0.0,0.0,0.0,0.0,[],[],2018.0,750 ml,5910601,59106,Esprit Pouilly Reyssier,Domaine Leflaive,White Wine,White Wines,970.0,France,Loire Valley,Pouilly Fumé,30919800,120.0
,,,,,,,,,,,,,,,9486801,94868,Vivaltus,Vivaltus S.L.U,Red Wine,Red Wines,973.0,Spain,Kastilien-León,Ribera del Duero,26262645,144.0
14.5,available on order,['Tempranillo'],Glass bottle,0.0,Mission Wine & Spirit AB,0.0,0.0,0.0,0.0,0.0,[],[],2018.0,750 ml,5431201,54312,Finca El Bosque,Bodegas Sierra Cantabria,Red Wine,Red Wines,974.0,Spain,Rioja,Rioja,24658740,24.0
14.5,available on order,['Tempranillo'],Glass bottle,0.0,Mission Wine & Spirit AB,0.0,0.0,0.0,0.0,0.0,[],[],2017.0,750 ml,5429801,54298,Amancio,Bodegas Sierra Cantabria,Red Wine,Red Wines,974.0,Spain,Rioja,Rioja,24658742,29.0
,,,,,,,,,,,,,,,9386901,93869,Château Léoville Poyferré,Ch. Leoville Poyferre,Red Wine,Red Wines,975.0,France,Bordeaux,Saint-Julien,24595784,-1.0
,,,,,,,,,,,,,,,9069001,90690,Chassagne Montrachet Premier Cru Chenevottes Marc Morey,Marc Morey,White Wine,White Wines,975.0,France,Burgundy,Chassagne-Montrachet Premier Cru,35654110,40.0
,,,,,,,,,,,,,,,9330801,93308,Chassagne Montrachet 1er Cru Vergers Marc Morey,Marc Morey,White Wine,White Wines,975.0,France,Burgundy,Chassagne-Montrachet Premier Cru,35654108,18.0
,,,,,,,,,,,,,,,9284401,92844,Viña Tondonia Gran Reserva Tinto,R López de Heredia Viña Tondonia,Red Wine,Red Wines,979.0,Spain,Rioja,Rioja,27705184,4.0
,,,,,,,,,,,,,,,5975501,59755,Spottswoode Lyndenhurst Cabernet Sauvignon,Spottswoode,Red Wine,Red Wines,979.0,USA,California,Napa Valley,32124361,16.0
,,,,,,,,,,,,,,,9428201,94282,Barolo Le Vigne Luciano Sandrone,Luciano Sandrone,Red Wine,Red Wines,979.0,Italian,Piedmont,Barolo,36744646,172.0
12.5,available on order,[],Glass bottle,0.0,Quaffable Wines Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],,750 ml,5757301,57573,Champagne Geoffroy Blanc de Rosé Premier Cru Extra Brut,Champagne Geoffroy,Sparkling Wine,"Champagne, Rosé",979.0,France,Champagne,Champagne,27597798,12.0
,,,,,,,,,,,,,,,5035901,50359,Lamborghini Metodo Classico Brut Bianco Millesimato Bio,Tenuta Lamborghini s.r.l.,Sparkling Wine,"Sparkling Wines, Dry",981.0,Italian,Umbrien,Umbrien,33628540,5.0
,,,,,,,,,,,,,,,5314501,53145,Lamborghini Metodo Classico Brut Rosé Millesimato Bio,Tenuta Lamborghini s.r.l.,Sparkling Wine,"Sparkling Wines, Rosé",981.0,Italian,Umbrien,Umbrien,33628539,2.0
,,,,,,,,,,,,,,,5984101,59841,Pertois-Lebrun Les Chetillons no 14,Pertois-Lebrun,Sparkling Wine,"Champagne, Dry",982.0,France,Champagne,Champagne,32292730,12.0
15.0,temporary stock,['Nebbiolo'],Glass bottle,0.0,Panache Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2016.0,750 ml,9209401,92094,Barolo Le Coste Riserva Giacomo Grimaldi,Giacomo Grimaldi di Grimaldi Ferruccio,Red Wine,Red Wines,982.0,Italian,Piedmont,Barolo,29326277,232.0
,,,,,,,,,,,,,,,9337801,93378,Barolo Ornato Pio Cesare,Pio Cesare,Red Wine,Red Wines,982.0,Italian,Piedmont,Barolo,29347997,118.0
,,,,,,,,,,,,,,,5829601,58296,Kyrie Costers del Siurana,Costers del Siurana,White Wine,White Wines,983.0,Spain,Katalonien,Priorat,37675557,3.0
,,,,,,,,,,,,,,,9353001,93530,Barolo Cannubi E. Pira & Figli Chiara Boschis,E. Pira & Figli Chiara Boschis,Red Wine,Red Wines,985.0,Italian,Piedmont,Barolo,30653036,47.0
,,,,,,,,,,,,,,,5205501,52055,Lafalise Froissart Cuvée Rosé Grand Cru,CHAMPAGNE LAFALISE-FROISSART,Sparkling Wine,"Champagne, Rosé",986.0,France,Champagne,Champagne,24600852,13.0
13.0,temporary stock,"['Merlot', 'Cabernet sauvignon', 'Cabernet franc', 'Carmenère', 'Petit verdot']",Glass bottle,0.0,Bibendum AB,0.0,0.0,0.0,0.0,0.0,[],[],2020.0,750 ml,9209101,92091,Chateau Clerc Milon,Chateau Clerc Milon,Red Wine,Red Wines,988.0,France,Bordeaux,Pauillac,35310845,99.0
,,,,,,,,,,,,,,,5087001,50870,Ledge Adams Ranch,Ledge Vineyards,Red Wine,Red Wines,989.0,USA,California,Paso Robles,34083851,3.0
13.0,available on order,['Chardonnay'],Glass bottle,0.0,Nigab,0.0,0.0,0.0,0.0,0.0,[],[],2021.0,750 ml,9031001,90310,Albert Bichot Nuits-Saint-Georges Les Terrasses  Monopole - Château Gris,Maison Albert Bichot,White Wine,White Wines,989.0,France,Burgundy,Nuits-Saint-Georges,24524655,31.0
,,,,,,,,,,,,,,,9308301,93083,Chablis Grand Cru Les Preuses Billaud-Simon,Domaine Billaud-Simon,White Wine,White Wines,989.0,France,Burgundy,Chablis Grand Cru,31353410,24.0
,,,,,,,,,,,,,,,5168801,51688,I Sodi di S. Niccolo',Castellare di Castellina,Red Wine,Red Wines,989.0,Italian,Tuscany,Tuscany,33425380,14.0
,,,,,,,,,,,,,,,9618401,96184,Martires,Finca Allende,White Wine,White Wines,989.0,Spain,Rioja,Rioja,10646609,5.0
12.0,available on order,['Chardonnay'],Glass bottle,0.0,Barrique Import i Linköping AB,0.0,0.0,0.0,0.0,0.0,[],[],,750 ml,5114801,51148,A & C Toullec Les Hautes Varennes Premier Cru,Champagne A&C TOULLEC,Sparkling Wine,"Champagne, Dry",990.0,France,Champagne,Champagne,38776846,5.0
,,,,,,,,,,,,,,,5960201,59602,Lamborghini Brut Pinot Chardonnay DJ Limited Edition,Tenuta Lamborghini s.r.l.,Sparkling Wine,"Sparkling Wines, Dry",993.0,Italian,Italian,Italian,31967975,23.0
,,,,,,,,,,,,,,,9243101,92431,Henriot L'Inattendue Blanc de Blancs,Henriot,Sparkling Wine,"Champagne, Dry",995.0,France,Champagne,Champagne,29336516,152.0
,,,,,,,,,,,,,,,9489801,94898,Tenuta delle Terre Nere Etna Rosso Prephylloxera Grand Cru,Tenuta delle Terre Nere,Red Wine,Red Wines,995.0,Italian,Sicilian,Etna,27331585,2.0
,,,,,,,,,,,,,,,9496301,94963,Corton-Pougets Grand Cru Héritieres Louis Jadot,Domaine de Héritieres Louis Jadot,Red Wine,Red Wines,995.0,France,Burgundy,Corton Pougets Grand Cru,27612268,4.0
,,,,,,,,,,,,,,,9449301,94493,Meursault 1er Cru Les Charmes Louise Jadot,Maison Louis Jadot,White Wine,White Wines,995.0,France,Burgundy,Meursault Premier Cru,37259724,34.0
,,,,,,,,,,,,,,,9360701,93607,Ridge Monte Bello Chardonnay,Ridge Vineyards,White Wine,White Wines,995.0,USA,California,Santa Cruz Mountains,34852496,86.0
16.0,available on order,['Monastrell'],Glass bottle,0.42,Viña de Vida AB,0.0,0.0,0.0,0.0,0.0,[],[],2018.0,750 ml,5469301,54693,Demuerte Black,Winery On Creations,Red Wine,Red Wines,995.0,Spain,Murcia,Yecla,24667186,12.0
,,,,,,,,,,,,,,,9233301,92333,Tabuérniga Telmo Rodriguez,Telmo Rodriguez,Red Wine,Red Wines,995.0,Spain,Rioja,Rioja,37517090,32.0
,,,,,,,,,,,,,,,9009101,90091,Chassagne Premier Cru En Virondot Marc Morey,Marc Morey,White Wine,White Wines,995.0,France,Burgundy,Chassagne-Montrachet Premier Cru,35654111,24.0
,,,,,,,,,,,,,,,9206201,92062,Barolo Bussia Poderi Aldo Conterno,Poderi Aldo Conterno,Red Wine,Red Wines,995.0,Italian,Piedmont,Barolo,33628186,69.0
12.5,available on order,"['Merlot', 'Cabernet sauvignon']",Glass bottle,0.0,Robert Rask Vinhandel,0.0,0.0,0.0,0.0,0.0,[],[],2001.0,750 ml,7459201,74592,Château La Croizille,Château La Croizille,Red Wine,Red Wines,995.0,France,Bordeaux,Saint-Emilion Grand Cru,12945321,31.0
15.0,temporary stock,[],Glass bottle,0.0,The WineAgency Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2011.0,750 ml,9490101,94901,Borgogno Barolo Cannubi,Giacomo Borgogno & Figli,Red Wine,Red Wines,995.0,Italian,Piedmont,Barolo,27331614,72.0
14.0,temporary stock,['Nebbiolo'],Glass bottle,0.0,Backman Vinhandel AB,9.0,8.0,10.0,10.0,0.0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 10}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Lamm', 'Nöt', 'Vilt']",2019.0,750 ml,9363601,93636,Barolo del comune di La Morra Roberto Voerzio,Azienda Agricola Roberto Voerzio,Red Wine,"Red Wines, Structured & Complex",996.0,Italian,Piedmont,La Morra,29667827,131.0
13.5,available on order,"['Cabernet sauvignon', 'Merlot', 'Cabernet franc', 'Petit verdot']",Glass bottle,0.0,Vinunic AB,0.0,0.0,0.0,0.0,0.0,[],[],2016.0,750 ml,5803301,58033,Château Kirwan,Chateau Kirwan,Red Wine,Red Wines,996.0,France,Bordeaux,Margaux,28396057,136.0
,,,,,,,,,,,,,,,7325201,73252,Guy Charbaut Memory Blanc de Blancs Premier Cru Brut,Champagne Guy Charbaut,Sparkling Wine,"Champagne, Dry",997.0,France,Champagne,Champagne,20976528,23.0
15.0,available on order,[],Glass bottle,0.0,Philipson Söderberg AB,0.0,0.0,0.0,0.0,0.0,[],[],2018.0,750 ml,5929401,59294,Damilano Barolo Cannubi,Damilano Azienda Agricola,Red Wine,Red Wines,999.0,Italian,Piedmont,Barolo,31398892,4.0
12.5,available on order,[],Glass bottle,0.0,Mission Wine & Spirit AB,0.0,0.0,0.0,0.0,0.0,[],[],,750 ml,7739901,77399,Clos du Moulin Brut Premier Cru,Champagne Cattier,Sparkling Wine,"Champagne, Dry",999.0,France,Champagne,Champagne,558751,34.0
,,,,,,,,,,,,,,,8233001,82330,Raats MR de Compostella,Raats Family Wines,Red Wine,Red Wines,999.0,South Africa,Western Cape,Stellenbosch,24548014,9.0
,,,,,,,,,,,,,,,9021201,90212,Poggio al Vento Brunello di Montalcino Riserva Col d'Orcia,Col d'Orcia,Red Wine,Red Wines,999.0,Italian,Tuscany,Brunello di Montalcino,35562434,113.0
15.5,temporary stock,"['Corvina veronese', 'Rondinella']",Glass bottle,0.0,Oenoforos AB,0.0,0.0,0.0,0.0,0.0,[],[],2013.0,750 ml,9281501,92815,Amarone della Valpolicella Classico Bertani,Bertani,Red Wine,Red Wines,999.0,Italian,Venetien,Amarone della Valpolicella Classico,35714039,52.0
14.0,temporary stock,[],Glass bottle,0.0,Vinunic AB,0.0,0.0,0.0,0.0,0.0,[],[],2011.0,750 ml,9306601,93066,Colonia Chianti Classico Gran Selezione di Felsina,Fèlsina Spa,Red Wine,Red Wines,999.0,Italian,Tuscany,Chianti Classico,34707318,13.0
,,,,,,,,,,,,,,,5950901,59509,Pintas Red Wine & Soul,Wine & Soul,Red Wine,Red Wines,999.0,Portugal,Portugal,Portugal,38632351,8.0
,,,,,,,,,,,,,,,7344301,73443,Richard Bavion Prestige Grand Cru,Bavion,Sparkling Wine,"Champagne, Dry",999.0,France,Champagne,Champagne,40087314,1.0
,,,,,,,,,,,,,,,9420901,94209,Quintarelli Valpolicella Classico Superiore,Giuseppe Quintarelli,Red Wine,Red Wines,999.0,Italian,Venetien,Valpolicella,36691279,91.0
15.5,available on order,['Cabernet sauvignon'],Glass bottle,0.0,Ward Wines AB,0.0,0.0,0.0,0.0,0.0,[],[],2018.0,750 ml,5922001,59220,Black Stallion Gaspare Vineyards Cabernet Sauvignon,Black Stallion Estate Winery,Red Wine,Red Wines,999.0,USA,California,Napa Valley,31380605,35.0
,,,,,,,,,,,,,,,5595301,55953,Maurice Gavignet Corton Grand Cru,Domaine Gavignet Pere & Fils,Red Wine,Red Wines,999.0,France,Burgundy,Côte de Beaune,24696145,8.0
,,,,,,,,,,,,,,,9122101,91221,Chambolle-Musigny Domaine de la Vougeraie,Domaine de la Vougeraie,Red Wine,Red Wines,999.0,France,Burgundy,Chambolle-Musigny,35310821,20.0
,,,,,,,,,,,,,,,9336301,93363,Paolo Scavino Barolo Bric dël Fiasc,Azienda Vitivinicola Paolo Scavino di Scavino Enrico,Red Wine,Red Wines,999.0,Italian,Piedmont,Barolo,29667794,60.0
,,,,,,,,,,,,,,,9392101,93921,Chassagne Montrachet 1er Cru Morgeot,Lucien le Moine,White Wine,White Wines,999.0,France,Burgundy,Chassagne-Montrachet Premier Cru,30672427,17.0
12.5,available on order,[],Glass bottle,0.0,Solera Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2019.0,750 ml,5423201,54232,Alexandre Bonnet La Géande 7 Cépages,Alexander Bonnet,Sparkling Wine,"Champagne, Dry",999.0,France,Champagne,Champagne,24657359,26.0
,,,,,,,,,,,,,,,7094501,70945,Guy Charlemagne Mesnillésime Grand Cru,Guy Charlemagne,Sparkling Wine,"Champagne, Dry",999.0,France,Champagne,Champagne,19242501,66.0
,,,,,,,,,,,,,,,9493701,94937,Vasse Felix Tom Cullity,Vasse Felix,Red Wine,Red Wines,999.0,Australia,Western Australia,Margaret River,27385956,2.0
,,,,,,,,,,,,,,,5591701,55917,Woodlands Thomas,Woodlands,Red Wine,Red Wines,999.0,Australia,Western Australia,Margaret River,24695666,4.0
,,,,,,,,,,,,,,,5591601,55916,Woodlands Benjamin,Woodlands,Red Wine,Red Wines,999.0,Australia,Western Australia,Margaret River,24695667,5.0
,,,,,,,,,,,,,,,9434001,94340,Puligny Montrachet François Carillon,Domaine François Carillon,White Wine,White Wines,999.0,France,Burgundy,Puligny-Montrachet,36781462,66.0
,,,,,,,,,,,,,,,9276901,92769,Tom Cullity Vasse Felix,Vasse Felix,Red Wine,Red Wines,999.0,Australia,Western Australia,Margaret River,37887071,54.0
13.5,available on order,[],Glass bottle,0.0,Sophronie Wines AB,0.0,0.0,0.0,0.0,0.0,[],[],2019.0,750 ml,7296901,72969,Chateau Durfort-Vivens,Château Durfort-Vivens,Red Wine,Red Wines,999.0,France,Bordeaux,Margaux,40824574,4.0
14.5,available on order,[],Glass bottle,0.0,Top Note Wine AB,0.0,0.0,0.0,0.0,0.0,[],[],2013.0,750 ml,5864901,58649,AR Blend,Anthonij Rupert Wines,Red Wine,Red Wines,999.0,South Africa,Western Cape,Coastal Region,30175656,4.0
14.5,temporary stock,[],Glass bottle,0.0,Gullberg by Stockwine AB,0.0,0.0,0.0,0.0,0.0,[],[],2018.0,750 ml,9180301,91803,Filo di Seta Brunello di Montalcino,Castello Romitorio,Red Wine,Red Wines,999.0,Italian,Tuscany,Brunello di Montalcino,32193354,29.0
14.5,available on order,[],Glass bottle,0.0,Tryffelsvinet AB,0.0,0.0,0.0,0.0,0.0,[],[],2018.0,750 ml,9365701,93657,Barolo Cerretta Azelia,Azelia,Red Wine,Red Wines,999.0,Italian,Piedmont,Barolo,25722730,37.0
,,,,,,,,,,,,,,,9313901,93139,Mev Kirsten,The Sadie Family,White Wine,White Wines,999.0,South Africa,Western Cape,Stellenbosch,24528494,-1.0
,,,,,,,,,,,,,,,9364801,93648,Roda I Reserva,Bodegas Roda,Red Wine,Red Wines,999.0,Spain,Rioja,Rioja,26130098,45.0
,,,,,,,,,,,,,,,9225701,92257,Chianti Classico Riserva Castell'in Villa,Castell'in Villa,Red Wine,Red Wines,999.0,Italian,Tuscany,Chianti Classico,32648324,17.0
13.0,available on order,[],Glass bottle,0.0,Tryffelsvinet AB,0.0,0.0,0.0,0.0,0.0,[],[],2019.0,750 ml,5306401,53064,Gevrey-Chambertin Ostrea Domaine Trapet,Domaine Trapet,Red Wine,Red Wines,999.0,France,Burgundy,Gevrey-Chambertin,24627258,102.0
,,,,,,,,,,,,,,,9303001,93030,Mount Eden Estate Cabernet Sauvignon,Mount Eden Vineyards,Red Wine,Red Wines,999.0,USA,California,Santa Cruz Mountains,34676804,146.0
,,,,,,,,,,,,,,,9307801,93078,Pauillac de Latour Château Latour,Château Latour,Red Wine,Red Wines,999.0,France,Bordeaux,Pauillac,34707360,239.0
12.5,available on order,[],Glass bottle,0.0,Solera Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2019.0,750 ml,5423001,54230,Alexandre Bonnet La Foret Rosé De Saignee Extra Brut,Alexander Bonnet,Sparkling Wine,"Champagne, Rosé",999.0,France,Champagne,Champagne,24657357,24.0
,,,,,,,,,,,,,,,9309601,93096,Thiénot Cuvée Stanislas Blanc de Blancs,Thiénot,Sparkling Wine,"Champagne, Dry",999.0,France,Champagne,Champagne,24439895,116.0
,,,,,,,,,,,,,,,9131801,91318,William Fèvre Chablis Les Clos Grand Cru,Domaine William Fèvre,White Wine,White Wines,999.0,France,Burgundy,Chablis Grand Cru,26129672,6.0
,,,,,,,,,,,,,,,9395301,93953,San Lorenzo Piano delle Colombe Etna Rosso,Girolamo Russo,Red Wine,Red Wines,999.0,Italian,Sicilian,Etna,36309329,35.0
13.5,temporary stock,['Nebbiolo'],Glass bottle,0.0,Enjoy Wine & Spirits AB,8.0,8.0,9.0,10.0,0.0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 10}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt', 'Vilt']",1998.0,750 ml,9019901,90199,Fontanafredda Barolo La Rosa,Fontanafredda,Red Wine,"Red Wines, Spicy & Robust",999.0,Italian,Piedmont,Barolo,31781535,440.0
,,,,,,,,,,,,,,,5610701,56107,Xavier Vignon Cornas,Xavier Vignon,Red Wine,Red Wines,999.0,France,Rhonedalen,Cornas,39603320,25.0
,,,,,,,,,,,,,,,9491901,94919,Barolo Rocche Rivera,Vigneti Luigi Oddero & Figli SSA,Red Wine,Red Wines,999.0,Italian,Piedmont,Barolo,27331909,41.0
,,,,,,,,,,,,,,,5356501,53565,Brunello di Montalcino Riserva Vigna Paganelli,Il Poggione,Red Wine,Red Wines,999.0,Italian,Tuscany,Brunello di Montalcino,33893712,11.0
,,,,,,,,,,,,,,,7917601,79176,Thiénot Cuvée Alain Thiénot Brut Millésimé,Thiénot,Sparkling Wine,"Champagne, Dry",999.0,France,Champagne,Champagne,24522167,105.0
,,,,,,,,,,,,,,,5408401,54084,Meursault Les Vireuils Camille Giroud,Camille Giroud,White Wine,White Wines,999.0,France,Burgundy,Meursault,35714430,22.0
,,,,,,,,,,,,,,,5751101,57511,Luciano Sandrone Barolo Le Vigne,Sandrone Luciano,Red Wine,Red Wines,999.0,Italian,Piedmont,Barolo,38496576,6.0
14.5,temporary stock,[],Glass bottle,0.0,The WineAgency Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2016.0,750 ml,9519901,95199,Barolo Fossati Giacomo Borgogno & Figli,Giacomo Borgogno & Figli,Red Wine,Red Wines,999.0,Italian,Piedmont,Barolo,27705397,37.0
,,,,,,,,,,,,,,,5938101,59381,Renato Corino Barolo Riserva,Azienda Agricola Renato Corino,Red Wine,Red Wines,999.0,Italian,Piedmont,Barolo,31587066,1.0
,,,,,,,,,,,,,,,9253601,92536,Flaccianello Fontodi,Fontodi,Red Wine,Red Wines,999.0,Italian,Tuscany,Colli della Toscana Centrale,33880250,297.0
,,,,,,,,,,,,,,,9354401,93544,Ca' del Bosco Franciacorta Riserva Vintage Collection Dosage Zero R.S,Ca' del Bosco,Sparkling Wine,"Sparkling Wines, Dry",999.0,Italian,Lombardiet,Franciacorta,34852466,22.0
,,,,,,,,,,,,,,,9396201,93962,Tom Cullity Vasse Felix,Vasse Felix,Red Wine,Red Wines,999.0,Australia,Western Australia,Margaret River,24606205,3.0
,,,,,,,,,,,,,,,9445801,94458,Pagliaro Paolo Bea,Paolo Bea,Red Wine,Red Wines,999.0,Italian,Umbrien,Sagrantino di Montefalco,37244740,43.0
,,,,,,,,,,,,,,,5766901,57669,Liébart-Régnier Horti Extra Brut,S.C.EV. Liébart-Régnier,Sparkling Wine,"Champagne, Dry",1000.0,France,Champagne,Champagne,27720092,4.0
,,,,,,,,,,,,,,,7772401,77724,Geoffroy Extra Brut Millésime,René Geoffroy,Sparkling Wine,"Champagne, Dry",1000.0,France,Champagne,Champagne,24413159,-1.0
,,,,,,,,,,,,,,,7480401,74804,Laurent-Perrier Cuvée Rosé Brut,Laurent-Perrier,Sparkling Wine,"Champagne, Rosé",1000.0,France,Champagne,Champagne,20791891,113.0
,,,,,,,,,,,,,,,759401,7594,Hatt et Söner Dignitas Prestige Brut Premier Cru Blanc de Blancs,Hatt et Söner,Sparkling Wine,"Champagne, Dry",1000.0,France,Champagne,Champagne,732519,34.0
,,,,,,,,,,,,,,,9523601,95236,Aalto PS Aalto,Aalto,Red Wine,Red Wines,1002.0,Spain,Kastilien-León,Ribera del Duero,28182858,210.0
,,,,,,,,,,,,,,,7322901,73229,Mathelin Brut Nature Cur de Meunier Millesime,Champagne Mathelin,Sparkling Wine,"Sparkling Wines, Dry",1007.0,France,Champagne,Champagne,17404055,13.0
,,,,,,,,,,,,,,,7782201,77822,Mathelin Equilibré Brut Nature,Champagne Mathelin,Sparkling Wine,"Champagne, Dry",1007.0,France,Champagne,Champagne,24535708,2.0
,,,,,,,,,,,,,,,7998301,79983,Mathelin Perle Chardonnay Brut Nature,Champagne Mathelin,Sparkling Wine,"Champagne, Dry",1007.0,France,Champagne,Champagne,24535709,6.0
,,,,,,,,,,,,,,,9244001,92440,Château Rauzan-Ségla,Château Rauzan-Sègla,Red Wine,Red Wines,1008.0,France,Bordeaux,Margaux,34581761,58.0
,,,,,,,,,,,,,,,5382401,53824,Ramey Rochioli Chardonnay,Ramey Wine Cellars,White Wine,White Wines,1009.0,USA,California,Russian River Valley,38419404,9.0
,,,,,,,,,,,,,,,5101001,51010,Ramey Hyde Chardonnay,Ramey Wine Cellars,White Wine,White Wines,1009.0,USA,California,Napa Valley,38419401,19.0
,,,,,,,,,,,,,,,5141501,51415,Horcajo,Bodegas Cepa 21,Red Wine,Red Wines,1019.0,Spain,Kastilien-León,Ribera del Duero,33425315,3.0
,,,,,,,,,,,,,,,5526401,55264,Michel Mailliard Mont Vergon,Champagne Michel Mailliard,Sparkling Wine,"Champagne, Dry",1020.0,France,Champagne,Champagne,24681895,20.0
,,,,,,,,,,,,,,,9313301,93133,Von Winning Ozyetra,Von Winning,White Wine,White Wines,1029.0,Germany,Palatinate,Palatinate,30485692,229.0
13.5,available on order,[],Glass bottle,0.0,Handpicked Wines Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2018.0,750 ml,5482601,54826,Canada do Monte,Azores Wine Company,White Wine,White Wines,1029.0,Portugal,Azores,Pico,24669833,11.0
,,,,,,,,,,,,,,,9293001,92930,Von Winning Ozyetra,Von Winning,White Wine,White Wines,1029.0,Germany,Palatinate,Palatinate,24575507,-1.0
,,,,,,,,,,,,,,,9357701,93577,Turris Niepoort Vinhos,Niepoort Vinhos,Red Wine,Red Wines,1029.0,Portugal,Douro,Douro,24562781,18.0
14.2,temporary stock,[],Glass bottle,0.0,Quaffable Wines Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2020.0,750 ml,9330201,93302,Bass Phillip Estate Pinot Noir,Bass Phillip Wines,Red Wine,Red Wines,1029.0,Australia,Victoria,Gippsland,30652984,49.0
,,,,,,,,,,,,,,,1303601,13036,Mev Kirsten The Sadie Family Wines,The Sadie Family Wines,White Wine,White Wines,1030.0,South Africa,Western Cape,Stellenbosch,30481007,95.0
,,,,,,,,,,,,,,,5082701,50827,Guasti Nizza Laficaia,Guasti Clemente e Figli S.P.A,Red Wine,Red Wines,1030.0,Italian,Piedmont,Barbera d'Asti Nizza,34676800,1.0
,,,,,,,,,,,,,,,7578101,75781,San Leonardo,Tenuta San Leonardo,Red Wine,Red Wines,1035.0,Italian,Trentino-Alto Adige,Vigneti delle Dolomiti,24532468,73.0
,,,,,,,,,,,,,,,9220301,92203,Nuits St. Georges 1er Cru Clos de l´Arlot Blanc,Domaine de l'Arlot,White Wine,White Wines,1044.0,France,Burgundy,Nuits-Saint-Georges Premier Cru,24699468,4.0
,,,,,,,,,,,,,,,9519401,95194,Darioush Cabernet Sauvignon,Darioush,Red Wine,Red Wines,1047.0,USA,California,Napa Valley,27705374,220.0
,,,,,,,,,,,,,,,9426701,94267,Tua Rita Keir,Tua Rita,Red Wine,Red Wines,1049.0,Italian,Tuscany,Tuscany,31380766,46.0
,,,,,,,,,,,,,,,7766101,77661,Hebrart Rive Gauche Rive Droite Grand Cru Extra Brut,Champagne Hebrart,Sparkling Wine,"Champagne, Dry",1049.0,France,Champagne,Champagne,937898,26.0
,,,,,,,,,,,,,,,9278001,92780,Penfolds RWT Bin 798 Shiraz RWT Bin 798 Shiraz,Penfolds,Red Wine,Red Wines,1049.0,Australia,South Australia,Barossa Valley,27334830,45.0
,,,,,,,,,,,,,,,9215501,92155,Littorai Wendling Vineyard Pinot Noir,Littorai,Red Wine,Red Wines,1049.0,USA,California,Anderson Valley,32448775,71.0
,,,,,,,,,,,,,,,9228401,92284,Chassagne-Montrachet Houllières,Olivier Leflaive,White Wine,White Wines,1049.0,France,Burgundy,Chassagne-Montrachet,31554184,115.0
,,,,,,,,,,,,,,,9275701,92757,Vosne-Romanée Domaine Jean Grivot,Domaine Jean Grivot,Red Wine,Red Wines,1049.0,France,Burgundy,Vosne-Romanée,34828763,24.0
,,,,,,,,,,,,,,,9215601,92156,Charles Heintz Vineyard Chardonnay Littorai,Littorai,White Wine,White Wines,1049.0,USA,California,Sonoma Coast,32448779,45.0
,,,,,,,,,,,,,,,9333801,93338,Cheval des Andes Chateaux Cheval blanc & Terrazas de Los Andes,Cheval des Andes,Red Wine,Red Wines,1049.0,Argentina,Cuyo,Mendoza,30652989,60.0
