alcoholPercentage,assortmentText,grapes,packagingLevel1,sugarContentGramPer100ml,supplierName,tasteClockBody,tasteClockOakFlavor,tasteClockAcidity,tasteClockTannins,tasteClockSweetness,tasteClocks,tasteSymbols,vintage,volumeText,productNumber_Artnr,productNumberShort_Varunr,Name,Producer_Name,Product_Group_Details,Headline,Actual_Price,Country,Region,origin,productId_ArtId,Units_sold
,,,,,,,,,,,,,,,7699201,76992,Fernand Hutasse Millésime,Bernard Tornay,Sparkling Wine,"Champagne, Dry",1049.0,France,Champagne,Champagne,24531680,14.0
,,,,,,,,,,,,,,,9259501,92595,Château du Beaucastel Rouge,Famille Perrin,Red Wine,Red Wines,1050.0,France,Rhonedalen,Châteauneuf-du-Pape,33893127,150.0
,,,,,,,,,,,,,,,5807801,58078,Sordo Barolo Perno Sordo Giovanni,Sordo Giovanni,Red Wine,Red Wines,1050.0,Italian,Piedmont,Barolo,28406899,5.0
,,,,,,,,,,,,,,,5034801,50348,Pertois-Lebrun Les Chetillons Blanc de blancs Extra brut,Pertois-Lebrun,Sparkling Wine,"Champagne, Dry",1050.0,France,Champagne,Champagne,33433609,49.0
,,,,,,,,,,,,,,,9200601,92006,Diebolt-Vallois Fleur de Passion,Diebolt-Vallois,Sparkling Wine,"Champagne, Dry",1051.0,France,Champagne,Champagne,27913485,8.0
,,,,,,,,,,,,,,,5692301,56923,Santa Duc La Crau Ouest Châteauneuf-du-Pape,Domaine Santa Duc,Red Wine,Red Wines,1055.0,France,Rhonedalen,Châteauneuf-du-Pape,25890205,8.0
,,,,,,,,,,,,,,,5710801,57108,Lillian Syrah,Lillian,Red Wine,Red Wines,1059.0,USA,California,California,38495203,8.0
,,,,,,,,,,,,,,,7176701,71767,Nada Fiorenzo Barbaresco Rombone,Nada Fiorenzo,Red Wine,Red Wines,1064.0,Italian,Piedmont,Barbaresco,24395527,6.0
14.5,temporary stock,[],Glass bottle,0.0,The WineAgency Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2009.0,750 ml,9488601,94886,Borgogno Barolo Fossati,Giacomo Borgogno & Figli,Red Wine,Red Wines,1069.0,Italian,Piedmont,Barolo,27331549,6.0
,,,,,,,,,,,,,,,9356801,93568,Malleolus de Sanchomartín,Emilio Moro,Red Wine,Red Wines,1069.0,Spain,Kastilien-León,Ribera del Duero,24685889,43.0
,,,,,,,,,,,,,,,5922701,59227,Dagueneau Silex,Domaine Dagueneau,White Wine,White Wines,1070.0,France,France,France,31380626,14.0
,,,,,,,,,,,,,,,9124301,91243,Snowden Brothers Vineyard Cabernet Sauvignon,Snowden Vineyards,Red Wine,Red Wines,1075.0,USA,California,North Coast,35917180,23.0
,,,,,,,,,,,,,,,9407801,94078,Peter Jakob Kühn Landgeflecht Riesling trocken Unikat,Weingut Peter Jakob Kühn,White Wine,White Wines,1077.0,Germany,Rheingau,Rheingau,28073408,56.0
,,,,,,,,,,,,,,,9496601,94966,Chambolle-Musigny Premier Cru Les Fuées Domaine Louis Jadot,Domaine Louis Jadot,Red Wine,Red Wines,1079.0,France,Burgundy,Chambolle-Musigny Premier Cru,27612281,1.0
,,,,,,,,,,,,,,,9029201,90292,Chablis 1er Cru Butteaux Francois Raveneau,Domaine Raveneau,White Wine,White Wines,1080.0,France,Burgundy,Chablis Premier Cru,31986358,18.0
,,,,,,,,,,,,,,,9324701,93247,Puligny-Montrachet Les Tremblots Vieilles Vignes Domaine Hubert Lamy,Domaine Hubert Lamy,White Wine,White Wines,1080.0,France,Burgundy,Puligny-Montrachet,29347982,12.0
,,,,,,,,,,,,,,,9405701,94057,Kalamity Oxer Wines,Oxer Wines,Red Wine,Red Wines,1080.0,Spain,Rioja,Rioja,28073401,59.0
,,,,,,,,,,,,,,,9030301,90303,Chablis 1er Cru Montée de Tonnerre Francois Raveneau,Domaine Raveneau,White Wine,White Wines,1080.0,France,Burgundy,Chablis Premier Cru,31986405,35.0
,,,,,,,,,,,,,,,5954901,59549,Chablis Premier Cru Montée de Tonnerre,Domaine Francois Raveneau,White Wine,White Wines,1081.0,France,Burgundy,Chablis Premier Cru,31832515,9.0
,,,,,,,,,,,,,,,9340001,93400,Turó d'en Mota Recaredo Mata Casanovas,Recaredo Mata Casanovas,Sparkling Wine,"Sparkling Wines, Dry",1081.0,Spain,Spain,Spain,24633834,30.0
,,,,,,,,,,,,,,,5842301,58423,Domaine D'Ardhuy Puligny Montrachet Premier Cru Sous Les Puits,Domaine d'Ardhuy,White Wine,White Wines,1081.0,France,Burgundy,Puligny-Montrachet Premier Cru,29182978,9.0
,,,,,,,,,,,,,,,5947401,59474,Chablis Premier Cru Butteaux,Domaine Francois Raveneau,White Wine,White Wines,1081.0,France,Burgundy,Chablis Premier Cru,31681000,4.0
14.5,temporary stock,[],Glass bottle,0.0,Valid Wines Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2018.0,750 ml,9378201,93782,Barolo Prapó Ceretto,Ceretto,Red Wine,Red Wines,1089.0,Italian,Piedmont,Barolo,30653066,42.0
14.5,temporary stock,[],Glass bottle,0.0,Valid Wines Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2018.0,750 ml,9371101,93711,Barolo Brunate Ceretto,Ceretto,Red Wine,Red Wines,1089.0,Italian,Piedmont,Barolo,30653063,40.0
15.5,temporary stock,"['Merlot', 'Cabernet franc']",Glass bottle,0.0,Tryffelsvinet AB,0.0,0.0,0.0,0.0,0.0,[],[],2019.0,750 ml,9241201,92412,Château Quintus,Chateau Quintus,Red Wine,Red Wines,1089.0,France,Bordeaux,Saint-Emilion Grand Cru,24681658,24.0
,,,,,,,,,,,,,,,5738101,57381,Meursault-Blagny Premier Cru La Genelotte,Domaine Comtesse de Chérisey,White Wine,White Wines,1095.0,France,Burgundy,Meursault Premier Cru,27308194,33.0
,,,,,,,,,,,,,,,5739601,57396,Hameau de Blagny Puligny-Montrachet Premier Cru,Domaine Comtesse de Chérisey,White Wine,White Wines,1095.0,France,Burgundy,Puligny-Montrachet Premier Cru,27331811,42.0
,,,,,,,,,,,,,,,5740001,57400,Meursault-Blagny Premier Cru La Pièce Sous Le Bois,Domaine Comtesse de Chérisey,White Wine,White Wines,1095.0,France,Burgundy,Meursault Premier Cru,27308196,45.0
,,,,,,,,,,,,,,,9493401,94934,Penfolds Magill Estate,Penfolds,Red Wine,Red Wines,1095.0,Australia,South Australia,Adelaide,27385950,46.0
,,,,,,,,,,,,,,,7888101,78881,Chablis le Clos Grand Cru,Maison Louis Jadot,White Wine,White Wines,1095.0,France,Burgundy,Chablis Grand Cru,24511570,62.0
,,,,,,,,,,,,,,,9385501,93855,Château d´Ampuis Côte Rôtie,E Guigal,Red Wine,Red Wines,1095.0,France,Rhonedalen,Côte-Rôtie,24704513,19.0
,,,,,,,,,,,,,,,5705601,57056,Nicolas Catena Zapata,Bodega Catena Zapata,Red Wine,Red Wines,1095.0,Argentina,Cuyo,Mendoza,26292652,4.0
12.0,available on order,[],Glass bottle,0.0,Heritage Wines Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2018.0,750 ml,5737901,57379,Blagny Premier Cru La Genelotte Monopole,Domaine Comtesse de Chérisey,Red Wine,Red Wines,1095.0,France,Burgundy,Puligny-Montrachet,27308193,12.0
,,,,,,,,,,,,,,,9378101,93781,Nuits-Saint-Georges 1er Cru Les Vaucrains Lucien Le Moine,Lucien Le Moine,Red Wine,Red Wines,1099.0,France,Burgundy,Nuits-Saint-Georges Premier Cru,27614692,1.0
,,,,,,,,,,,,,,,9371801,93718,Nuits-Saint-Georges 1er Cru Les Roncières Domaine Robert Chevillon,Domaine Robert Chevillon,Red Wine,Red Wines,1099.0,France,Burgundy,Nuits-Saint-Georges Premier Cru,35688578,21.0
13.0,available on order,"['Merlot', 'Cabernet sauvignon']",Glass bottle,0.0,Robert Rask Vinhandel,0.0,0.0,0.0,0.0,0.0,[],[],2010.0,750 ml,7863901,78639,Château La Croizille Grand Cru,Château La Croizille,Red Wine,Red Wines,1099.0,France,Bordeaux,Saint-Emilion Grand Cru,1065160,22.0
,,,,,,,,,,,,,,,9305001,93050,Poggio al Vento Brunello di Montalcino Riserva Col d'Orcia,Col d'Orcia,Red Wine,Red Wines,1099.0,Italian,Tuscany,Brunello di Montalcino,34707309,42.0
,,,,,,,,,,,,,,,5778001,57780,Proprietà Sperino 'L FRANC CF15,Proprietà Sperino,Red Wine,Red Wines,1099.0,Italian,Italian,Italian,27907765,1.0
13.5,temporary stock,[],Glass bottle,0.0,Johan Lidby Vinhandel AB,0.0,0.0,0.0,0.0,0.0,[],[],2021.0,750 ml,9114601,91146,Franz Keller Schlossberg Spätburgunder GG,Weingut Franz Keller,Red Wine,Red Wines,1099.0,Germany,Bathing,Bathing,39603372,18.0
13.5,available on order,[],Glass bottle,0.0,Nigab,0.0,0.0,0.0,0.0,0.0,[],[],2020.0,750 ml,5257001,52570,Corton Grand Cru Clos des Maréchaudes,Maison Albert Bichot,Red Wine,Red Wines,1099.0,France,Burgundy,Burgundy,24613485,4.0
,,,,,,,,,,,,,,,9490201,94902,Borgogno Barolo Liste,Giacomo Borgogno & Figli,Red Wine,Red Wines,1099.0,Italian,Piedmont,Barolo,27331624,30.0
,,,,,,,,,,,,,,,5171001,51710,Xavier Vignon Arcane Le Pape,Xavier Vignon,Red Wine,Red Wines,1099.0,France,Rhonedalen,Châteauneuf-du-Pape,24592983,55.0
,,,,,,,,,,,,,,,9481601,94816,Nuits St Georges 1er Cru Clos de la Marechale,Domaine Jacques Frédéric Mugnier,Red Wine,Red Wines,1099.0,France,Burgundy,Nuits-Saint-Georges Premier Cru,31680272,24.0
,,,,,,,,,,,,,,,9385501,93855,Bollinger PN AYC18,Bollinger,Sparkling Wine,"Champagne, Dry",1099.0,France,Champagne,Champagne,37260497,2289.0
14.5,temporary stock,[],Glass bottle,0.0,The WineAgency Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2016.0,750 ml,9520701,95207,Barolo Liste Giacomo Borgogno & Figli,Giacomo Borgogno & Figli,Red Wine,Red Wines,1099.0,Italian,Piedmont,Barolo,27705529,91.0
15.5,available on order,[],Glass bottle,0.35,Malchamax AB,0.0,0.0,0.0,0.0,0.0,[],[],2013.0,750 ml,7526501,75265,Amarone della Valpolicella Classico Corteforte Dea Lualda,Corteforte,Red Wine,Red Wines,1099.0,Italian,Venetien,Amarone della Valpolicella Classico,5245721,8.0
,,,,,,,,,,,,,,,9374101,93741,Nuits-Saint-Georges 1er Cru Les Pruliers Domaine Robert Chevillon,Domaine Robert Chevillon,Red Wine,Red Wines,1099.0,France,Burgundy,Nuits-Saint-Georges Premier Cru,35688592,32.0
14.5,available on order,[],Glass bottle,0.0,Budbreak AB,0.0,0.0,0.0,0.0,0.0,[],[],2018.0,750 ml,5606301,56063,Di Costanzo Napa Valley Cabernet Sauvignon Farella Vineyard,Di Costanzo,Red Wine,Red Wines,1099.0,USA,California,Napa Valley,24697712,7.0
,,,,,,,,,,,,,,,5907501,59075,Chateau d'Armailhac,Baron Philippe de Rothschild,Red Wine,Red Wines,1099.0,France,Bordeaux,Pauillac,30920024,17.0
,,,,,,,,,,,,,,,5907701,59077,Château d'Armailhac,Baron Philippe de Rothschild,Red Wine,Red Wines,1099.0,France,Bordeaux,Pauillac,30920030,26.0
,,,,,,,,,,,,,,,5907401,59074,Château d'Armailhac,Baron Philippe de Rothschild,Red Wine,Red Wines,1099.0,France,Bordeaux,Pauillac,30920021,19.0
16.0,available on order,[],Glass bottle,0.0,Malchamax AB,0.0,0.0,0.0,0.0,0.0,[],[],2013.0,750 ml,5311201,53112,Corteforte Amarone Classico XXX anni,Corteforte,Red Wine,Red Wines,1099.0,Italian,Venetien,Valpolicella Classico,24627955,7.0
,,,,,,,,,,,,,,,5741601,57416,Volnay 1er Cru Les Lurets Camille Giroud,Camille Giroud,Red Wine,Red Wines,1099.0,France,Burgundy,Volnay,35911612,50.0
15.0,available on order,['Nebbiolo'],Glass bottle,0.0,O.Wines and Spirits AB,0.0,0.0,0.0,0.0,0.0,[],[],2007.0,750 ml,5938001,59380,Enzo Boglietti Barolo Riserva,Azienda Agricola Enzo Boglietti,Red Wine,Red Wines,1100.0,Italian,Piedmont,Barolo,31587064,16.0
,,,,,,,,,,,,,,,9390801,93908,Volnay 1er Cru Fremiet Domaine Marquis d´Angerville,Domaine Marquis d´Angerville,Red Wine,Red Wines,1100.0,France,Burgundy,Volnay Premier Cru,26262617,36.0
15.0,available on order,"['Carignan', 'Grenache']",Glass bottle,0.0,Isles of Wines AB,0.0,0.0,0.0,0.0,0.0,[],[],2017.0,750 ml,5807301,58073,Doix Mas Doix,Mas Doix,Red Wine,Red Wines,1100.0,Spain,Katalonien,Priorat,37493547,3.0
,,,,,,,,,,,,,,,7648901,76489,Rhys Alpine Vineyard Pinot Noir,Rhys Vineyards,Red Wine,Red Wines,1100.0,USA,California,California,18221359,1.0
,,,,,,,,,,,,,,,5853401,58534,Profumo Di Vulcano Fedegraziani,Fedegraziani,Red Wine,Red Wines,1100.0,Italian,Sicilian,Etna,29539752,1.0
14.5,temporary stock,[],Glass bottle,0.0,Prime Wine Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2018.0,750 ml,9016701,90167,Achaval Ferrer Fina Bella Vista,Achaval-Ferrer,Red Wine,Red Wines,1101.0,Argentina,Cuyo,Mendoza,29157859,11.0
,,,,,,,,,,,,,,,5877601,58776,Shannon Black,Shannon Vineyards,Red Wine,Red Wines,1111.0,South Africa,Western Cape,Elgin,30481243,3.0
14.0,temporary stock,[],Glass bottle,0.0,Valid Wines Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2020.0,750 ml,9028501,90285,Barbaresco Bernadot Ceretto,Ceretto,Red Wine,Red Wines,1119.0,Italian,Piedmont,Barbaresco,37261238,6.0
,,,,,,,,,,,,,,,7161701,71617,Rust en Vrede 1694,Rust en Vrede Estate,Red Wine,Red Wines,1119.0,South Africa,Western Cape,Stellenbosch,24526460,34.0
12.0,available on order,['Chardonnay'],Glass bottle,0.4,Malchamax AB,0.0,0.0,0.0,0.0,0.0,[],[],,750 ml,5689801,56898,A. Bergère Les Peignottes Grand Cru Extra Brut,A. Bergère,Sparkling Wine,"Champagne, Dry",1120.0,France,Champagne,Champagne,25882605,6.0
,,,,,,,,,,,,,,,9505001,95050,Sassicaia Tenuta San Guido,Tenuta San Guido,Red Wine,Red Wines,1125.0,Italian,Tuscany,Bolgheri,3361074,-1.0
,,,,,,,,,,,,,,,9314501,93145,Raúl Pérez Ultreia Vitoriana,Bodegas Y Vinedos Raúl Pérez,Red Wine,Red Wines,1129.0,Spain,Kastilien-León,Bierzo,25417518,1.0
,,,,,,,,,,,,,,,9225601,92256,Meursault Clos de la Barre,Domaine des Comtes Lafon,White Wine,White Wines,1129.0,France,Burgundy,Meursault,34676505,12.0
,,,,,,,,,,,,,,,9301901,93019,Raúl Pérez Ultreia Vitoriana,Bodegas Y Vinedos Raúl Pérez,Red Wine,Red Wines,1129.0,Spain,Kastilien-León,Bierzo,24624914,1.0
,,,,,,,,,,,,,,,9374801,93748,Deutz Hommage á William Meurtet,Champagne Deutz,Sparkling Wine,"Champagne, Dry",1130.0,France,Champagne,Champagne,29667922,24.0
14.5,available on order,['Syrah'],Glass bottle,0.0,Robert Rask Vinhandel,0.0,0.0,0.0,0.0,0.0,[],[],2019.0,750 ml,5435401,54354,Domaine Garon Côte-Rôtie Le Combard,Domaine Garon,Red Wine,Red Wines,1135.0,France,Rhonedalen,Côte-Rôtie,34956107,3.0
,,,,,,,,,,,,,,,9591601,95916,Castello dei Rampolla Alceo S. Lucia in Faulle,Az. Agr. S. Lucia in Faulle,Red Wine,Red Wines,1144.0,Italian,Tuscany,Tuscany,24447760,4.0
,,,,,,,,,,,,,,,9340401,93404,Vosne Romanée Sylvain Cathiard et Fils,Domaine Sylvain Cathiard et Fils,Red Wine,Red Wines,1148.0,France,Burgundy,Vosne-Romanée,27825063,46.0
,,,,,,,,,,,,,,,7205901,72059,Langmeil The Freedom 1843 Shiraz,Langmeil Winery,Red Wine,Red Wines,1149.0,Australia,South Australia,Barossa Valley,439815,7.0
12.5,available on order,['Cabernet sauvignon'],Glass bottle,0.0,Robert Rask Vinhandel,0.0,0.0,0.0,0.0,0.0,[],[],2010.0,750 ml,7862601,78626,Château Haut Breton Larigaudière Le Créateur,Château Haut Breton Larigaudière,Red Wine,Red Wines,1149.0,France,Bordeaux,Margaux,12945322,6.0
,,,,,,,,,,,,,,,5154401,51544,William Fèvre Chablis Bougros Grand Cru,Domaine William Fèvre,White Wine,White Wines,1149.0,France,Burgundy,Chablis Grand Cru,37861327,9.0
14.0,available on order,[],Glass bottle,0.0,Lively Wines Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2021.0,750 ml,8070801,80708,Gaja Alteni di Brassica Langhe,Gaja,White Wine,White Wines,1149.0,Italian,Piedmont,Langhe,24548560,21.0
,,,,,,,,,,,,,,,5545401,55454,Le Guaite di Noemi Tisbe,Le Guaite di Noemi,Red Wine,Red Wines,1150.0,Italian,Italian,Italian,24686372,24.0
,,,,,,,,,,,,,,,9422801,94228,Barolo Cannubi E. Pira & Figli Chiara Boschis,E. Pira & Figli Chiara Boschis,Red Wine,Red Wines,1150.0,Italian,Piedmont,Barolo,36696780,40.0
,,,,,,,,,,,,,,,7321601,73216,Derrière le Mont Aigu no 12 Pertois-Lebrun,Pertois-Lebrun,Sparkling Wine,"Champagne, Dry",1150.0,France,Champagne,Champagne,39832685,5.0
,,,,,,,,,,,,,,,9359501,93595,Côte Rôtie La Mordorée M.Chapoutier,M.Chapoutier,Red Wine,Red Wines,1158.0,France,Rhonedalen,Côte-Rôtie,29553293,30.0
,,,,,,,,,,,,,,,5077601,50776,Grattamacco Bolgheri Rosso Superiore,ColleMassari Spa Società Agricola,Red Wine,Red Wines,1167.0,Italian,Tuscany,Bolgheri Superiore,24572898,89.0
,,,,,,,,,,,,,,,9117701,91177,Hirsch Reserve Pinot Noir,Hirsch Vineyards,Red Wine,Red Wines,1169.0,USA,California,Sonoma Coast,36744628,32.0
,,,,,,,,,,,,,,,5431101,54311,La Nieta,Vinedos de Paganos,Red Wine,Red Wines,1170.0,Spain,Rioja,Rioja,24658739,22.0
12.5,available on order,[],Glass bottle,0.72,Sanler Wine AB,0.0,0.0,0.0,0.0,0.0,[],[],,750 ml,5175101,51751,Delavenne Grand Cru Amour de Louise Brut,Delavenne Père & Fils,Sparkling Wine,"Champagne, Dry",1175.0,France,Champagne,Champagne,24594132,2.0
12.5,available on order,[],Glass bottle,0.72,Sanler Wine AB,0.0,0.0,0.0,0.0,0.0,[],[],2014.0,750 ml,5175201,51752,Delavenne Grand Cru Aura de Marius,Delavenne Père & Fils,Sparkling Wine,"Champagne, Dry",1175.0,France,Champagne,Champagne,24594133,5.0
14.5,temporary stock,[],Glass bottle,0.0,The Wine and Spirits Collective Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2018.0,750 ml,9338801,93388,Barolo Mosconi Pio Cesare,Pio Cesare,Red Wine,Red Wines,1178.0,Italian,Piedmont,Barolo,29348000,45.0
13.5,available on order,['Pinot noir'],Glass bottle,0.0,Divine AB,0.0,0.0,0.0,0.0,0.0,[],[],2019.0,750 ml,5842501,58425,Domaine D'Ardhuy Corton Grand Cru Les Renardes,Domaine d'Ardhuy,Red Wine,Red Wines,1179.0,France,Burgundy,Côte de Beaune,29182979,18.0
,,,,,,,,,,,,,,,5893701,58937,Lafalise Froissart Cuvée 276 Grand Cru Brut Nature,CHAMPAGNE LAFALISE-FROISSART,Sparkling Wine,"Champagne, Dry",1186.0,France,Champagne,Champagne,30698106,22.0
,,,,,,,,,,,,,,,9259401,92594,Château de Beaucastel Blanc,Famille Perrin,White Wine,White Wines,1190.0,France,Rhonedalen,Châteauneuf-du-Pape,33893126,45.0
,,,,,,,,,,,,,,,9335201,93352,Mersault Philippe Pacalet,Philippe Pacalet,White Wine,White Wines,1190.0,France,Burgundy,Meursault,30652988,72.0
,,,,,,,,,,,,,,,9046901,90469,Kapcsándy Estate Cuvée Cabernet Sauvignon,Kapcsándy Family Winery,Red Wine,Red Wines,1195.0,USA,California,Napa Valley,32104837,99.0
,,,,,,,,,,,,,,,9369101,93691,Fay Cabernet Sauvignon,Stag's Leap Wine Cellars,Red Wine,Red Wines,1195.0,USA,California,Napa Valley,30653060,238.0
,,,,,,,,,,,,,,,9500101,95001,Nicolas Catena Zapata Bodega Catena Zapata,Bodega Catena Zapata,Red Wine,Red Wines,1195.0,Argentina,Cuyo,Mendoza,24520593,73.0
,,,,,,,,,,,,,,,9437501,94375,"Viña Tondonia Gran Reserva Tinto, R. López de Heredia",R López de Heredia Viña Tondonia,Red Wine,Red Wines,1195.0,Spain,Rioja,Rioja,37063909,79.0
,,,,,,,,,,,,,,,9294601,92946,Bruno Clair Vosne-Romanée Les Champs Perdrix,Domaine Bruno Clair,Red Wine,Red Wines,1197.0,France,Burgundy,Vosne-Romanée,31084714,18.0
,,,,,,,,,,,,,,,5518801,55188,Parusso Barolo Mosconi,Armando Parusso,Red Wine,Red Wines,1198.0,Italian,Piedmont,Barolo,24678326,1.0
,,,,,,,,,,,,,,,9219901,92199,Giodo Brunello di Montalcino,Giodo,Red Wine,Red Wines,1199.0,Italian,Tuscany,Brunello di Montalcino,32448815,56.0
12.0,available on order,"['Chardonnay', 'Pinot noir']",Glass bottle,0.5,Morningstar Brands AB,0.0,0.0,0.0,0.0,0.0,[],[],,750 ml,5237201,52372,Duval-Leroy Femme de Champagne Grand Cru Brut,Duval-Leroy,Sparkling Wine,"Champagne, Dry",1199.0,France,Champagne,Champagne,24608104,90.0
14.5,available on order,[],Glass bottle,0.0,Tryffelsvinet AB,0.0,0.0,0.0,0.0,0.0,[],[],2019.0,750 ml,5603401,56034,Châteauneuf-du-Pape Cuvée Centenaire Les Cailloux Domaine André Brunel,André Brunel,Red Wine,Red Wines,1199.0,France,Rhonedalen,Châteauneuf-du-Pape,24696584,64.0
,,,,,,,,,,,,,,,9276301,92763,Nuits Saint Georges Premier Cru Clos de l'Arlot Rouge Monopole,Domaine de l'Arlot,Red Wine,Red Wines,1199.0,France,Burgundy,Nuits-Saint-Georges,34056568,24.0
,,,,,,,,,,,,,,,9276601,92766,Nuits Saint Georges Premier Cru Clos des Forêts Saint Georges,Domaine de l'Arlot,Red Wine,Red Wines,1199.0,France,Burgundy,Nuits-Saint-Georges,34056567,92.0
,,,,,,,,,,,,,,,5710901,57109,Nuits-Saint-Georges Premier Cru Les Vaucrains Domaine Robert Chevillon,Domaine Robert Chevillon,Red Wine,Red Wines,1199.0,France,Burgundy,Nuits-Saint-Georges Premier Cru,26383335,12.0
,,,,,,,,,,,,,,,9363901,93639,Clos Fourtet,Clos Fourtet,Red Wine,Red Wines,1199.0,France,Bordeaux,Saint-Emilion Grand Cru,24681828,12.0
,,,,,,,,,,,,,,,9314201,93142,Silver Oak Napa Cabernet Sauvignon,Silver Oak Cellars,Red Wine,Red Wines,1199.0,USA,California,Napa Valley,25111834,4.0
14.0,temporary stock,[],Glass bottle,0.0,Chastel Beverage KB,0.0,0.0,0.0,0.0,0.0,[],[],2019.0,750 ml,9395701,93957,Duemani Cabernet franc,Duemani,Red Wine,Red Wines,1199.0,Italian,Tuscany,Costa Toscana,35910530,44.0
,,,,,,,,,,,,,,,9397301,93973,Suisassi Syrah,Duemani,Red Wine,Red Wines,1199.0,Italian,Tuscany,Costa Toscana,35910533,36.0
,,,,,,,,,,,,,,,9247701,92477,Penfolds Yattarna Bin 144,Penfolds,White Wine,White Wines,1199.0,Australia,South Eastern Australia,South Eastern Australia,27334829,86.0
15.0,available on order,['Sangiovese'],Glass bottle,0.0,Tryffelsvinet AB,0.0,0.0,0.0,0.0,0.0,[],[],2016.0,750 ml,9319701,93197,Brunello di Montalcino Vigna di Pianrosso Riserva Santa Caterina d'Oro,Ciacci Piccolomini,Red Wine,Red Wines,1199.0,Italian,Tuscany,Brunello di Montalcino,28064072,406.0
,,,,,,,,,,,,,,,9392701,93927,Puligny Montrachet 1er Cru Les Chalumaux,Lucien le Moine,White Wine,White Wines,1199.0,France,Burgundy,Puligny-Montrachet Premier Cru,30672433,17.0
13.0,available on order,[],Glass bottle,0.0,Tryffelsvinet AB,0.0,0.0,0.0,0.0,0.0,[],[],2013.0,750 ml,9489001,94890,Ca’ del Bosco  Annamaria Clementi Franciacorta Riserva,Ca' del Bosco,Sparkling Wine,"Sparkling Wines, Dry",1199.0,Italian,Lombardiet,Franciacorta,27331558,56.0
,,,,,,,,,,,,,,,5686201,56862,San Polo Brunello di Montalcino Podernovi,San Polo,Red Wine,Red Wines,1199.0,Italian,Tuscany,Brunello di Montalcino,25755397,49.0
13.5,temporary stock,[],Glass bottle,0.0,Pompette AB,0.0,0.0,0.0,0.0,0.0,[],[],2016.0,750 ml,9051101,90511, Il Paradiso di Manfredi Brunello di Montalcino,Il Paradiso di Manfredi,Red Wine,Red Wines,1199.0,Italian,Tuscany,Brunello di Montalcino,35306729,62.0
,,,,,,,,,,,,,,,9414501,94145,Penfolds Yattarna,Penfolds,White Wine,White Wines,1199.0,Australia,South Australia,South Australia,24623602,8.0
,,,,,,,,,,,,,,,9601101,96011,Château Smith Haut Lafitte,Château Smith-Haut-Lafitte,White Wine,White Wines,1199.0,France,Bordeaux,Pessac-Léognan,19366489,1.0
,,,,,,,,,,,,,,,5816801,58168,Spottswoode Lyndenhurst Cabernet Sauvignon,Spottswoode,Red Wine,Red Wines,1199.0,USA,California,Napa Valley,37415627,4.0
,,,,,,,,,,,,,,,9041501,90415,Puligny Montrachet Les Combettes 1st Cru,Domaine Jacques Prieur,White Wine,White Wines,1199.0,France,Burgundy,Puligny-Montrachet Premier Cru,24460427,-1.0
,,,,,,,,,,,,,,,9305801,93058,Poggio al Vento Brunello di Montalcino Riserva Col d'Orcia,Col d'Orcia,Red Wine,Red Wines,1199.0,Italian,Tuscany,Brunello di Montalcino,34707312,46.0
13.5,available on order,[],Glass bottle,0.0,Tryffelsvinet AB,0.0,0.0,0.0,0.0,0.0,[],[],2021.0,750 ml,9486501,94865,Chassagne-Montrachet Premier Cru Clos Saint Jean Domaine Guy Amiot et Fils,Domaine Guy Amiot et Fils,White Wine,White Wines,1199.0,France,Burgundy,Chassagne-Montrachet Premier Cru,26149556,129.0
14.0,available on order,[],Glass bottle,0.0,The WineAgency Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2019.0,750 ml,5563501,55635,Carranco Etna Rosso Contrada Riserva,Carranco,Red Wine,Red Wines,1199.0,Italian,Sicilian,Etna,39454913,1.0
,,,,,,,,,,,,,,,9448001,94480,Penfolds RWT Bin 798 Barossa Valley Shiraz,Penfolds,Red Wine,Red Wines,1199.0,Australia,South Australia,Barossa Valley,37259678,153.0
,,,,,,,,,,,,,,,9347901,93479,Paolo Scavino Barolo Cannubi,Azienda Vitivinicola Paolo Scavino di Scavino Enrico,Red Wine,Red Wines,1199.0,Italian,Piedmont,Barolo,29667797,40.0
